noise,poly_name,family,sweep_parameter,sweep_value,degree,q,epsilon,n_samples,seed,target,emp_naive_mean,emp_naive_var,emp_naive_mse,emp_naive_bias,sym_naive_mean,sym_naive_var,sym_naive_mse,sym_naive_bias,err_naive_var_rel,err_naive_mse_rel,emp_unbiased_mean,emp_unbiased_var,emp_unbiased_mse,emp_unbiased_bias,sym_unbiased_mean,sym_unbiased_var,sym_unbiased_mse,sym_unbiased_bias,err_unbiased_var_rel,err_unbiased_mse_rel,emp_var_ratio_unbiased_over_naive,emp_mse_ratio_unbiased_over_naive,sym_var_ratio_unbiased_over_naive,sym_mse_ratio_unbiased_over_naive
laplace,quadratic,baseline,fixed,nan,2,-12.0,2.0,20000,1337,144.0,144.57411754662078,284.36525319146006,284.69486414879793,0.5741175466207835,144.5,289.25,289.5,0.5,0.01688762941586843,0.016598051299489006,144.07411754662078,284.36525319146006,284.3707466021772,0.07411754662078351,144.0,289.25,289.25,0.0,0.01688762941586843,0.016868637503276825,1.0,0.9988615265414434,1.0,0.9991364421416234
laplace,quadratic,baseline,fixed,nan,2,-12.0,5.0,20000,1337,144.0,144.11128591972746,45.42454258885784,45.43692714478744,0.11128591972746449,144.08,46.111999999999995,46.1184,0.08,0.014908427549057843,0.014776593620172458,144.03128591972745,45.42454258885783,45.42552139763103,0.03128591972745198,144.0,46.111999999999995,46.111999999999995,0.0,0.014908427549057997,0.0148872007800348,0.9999999999999999,0.9997489762650528,1.0,0.9998612267554814
laplace,quadratic,baseline,fixed,nan,2,-12.0,7.0,20000,1337,144.0,144.0633863917889,23.17634564775946,23.18036348242348,0.06338639178889593,144.0408163265306,23.518533944189922,23.520199916701372,0.04081632653061224,0.014549729045291782,0.01444870517603801,144.0225700652583,23.17634564775947,23.17685505560523,0.02257006525829297,144.0,23.518533944189922,23.51853394418992,0.0,0.014549729045291478,0.014528069198339537,1.0000000000000002,0.9998486466003473,1.0,0.9999291684374557
laplace,quadratic,baseline,fixed,nan,2,-12.0,10.0,20000,1337,144.0,144.0359161100436,11.357411118000066,11.35870108496073,0.03591611004358697,144.02,11.522,11.5224,0.02,0.014284749349065665,0.014207015468936105,144.0159161100436,11.357411118000064,11.357664440558985,0.01591611004360516,144.0,11.522,11.522,0.0,0.014284749349065819,0.014262763360615834,0.9999999999999999,0.999908735656129,1.0,0.9999652850100674
laplace,quadratic,baseline,fixed,nan,2,-10.0,0.1,20000,1337,100.0,298.61760321999463,259037.44088098555,298486.3931898408,198.61760321999463,300.0,280000.0,319999.99999999994,199.99999999999997,0.07486628256790874,0.0672300212817474,98.61760321999466,259037.44088098555,259039.35190184292,-1.3823967800053367,100.0,280000.0,279999.99999999994,0.0,0.07486628256790874,0.07485945749341795,1.0,0.8678430836781592,1.0,0.875
laplace,quadratic,baseline,fixed,nan,2,-10.0,0.5,20000,1337,100.0,108.16056093177936,3407.8971119526745,3474.4918666739577,8.160560931779358,108.0,3520.0,3584.0,8.0,0.031847411377081095,0.030554724700346623,100.16056093177936,3407.8971119526745,3407.9228917654877,0.16056093177935793,100.0,3520.0,3520.0,0.0,0.031847411377081095,0.0318400875666228,1.0,0.980840658875338,1.0,0.9821428571428571
laplace,quadratic,baseline,fixed,nan,2,-10.0,1.0,20000,1337,100.0,102.10759548387595,801.930957641111,806.3729163647654,2.1075954838759543,102.0,820.0,824.0,2.0,0.0220354175108402,0.021392091790333266,100.10759548387595,801.930957641111,801.9425344292615,0.1075954838759543,100.0,820.0,820.0,0.0,0.0220354175108402,0.02202129947651035,1.0,0.9945057902546174,1.0,0.9951456310679612
laplace,quadratic,baseline,fixed,nan,2,-10.0,2.0,20000,1337,100.0,100.56062649643455,197.71183886701334,198.0261409355178,0.5606264964345513,100.5,201.25,201.5,0.5,0.017580924884405758,0.017239995357231825,100.06062649643455,197.71183886701334,197.71551443908325,0.060626496434551314,100.0,201.25,201.25,0.0,0.017580924884405758,0.01756266117225714,1.0,0.9984313864070316,1.0,0.9987593052109182
laplace,quadratic,baseline,fixed,nan,2,-10.0,5.0,20000,1337,100.0,100.10588949965299,31.54629490897478,31.55750749511154,0.10588949965298866,100.08,32.032,32.0384,0.08,0.015163120973564467,0.015009878923056783,100.025889499653,31.54629490897478,31.546965175167063,0.025889499653004577,100.0,32.032,32.032,0.0,0.015163120973564467,0.015142196079949216,1.0,0.9996659330605844,1.0,0.999800239712345
laplace,quadratic,baseline,fixed,nan,2,-10.0,7.0,20000,1337,100.0,100.05953180602141,16.094275510990013,16.097819546918185,0.05953180602141117,100.04081632653062,16.334860474802166,16.33652644731362,0.04081632653061224,0.01472831458727642,0.014611851617617782,100.01871547949081,16.09427551099001,16.094625780162584,0.018715479490808207,100.0,16.334860474802166,16.334860474802166,0.0,0.014728314587276638,0.014706871540786263,0.9999999999999998,0.9998016025247213,1.0,0.9998980216194167
